-5.615141666000000242e+01,-3.491994405999999884e+01
-5.615739844000000147e+01,-3.491506944999999718e+01
-5.615638804999999678e+01,-3.491011927000000270e+01
-5.615912173000000251e+01,-3.492587809999999848e+01
-5.616075693999999885e+01,-3.491888491000000272e+01
-5.615627345000000048e+01,-3.491295694000000083e+01
-5.614910714999999897e+01,-3.491837496000000129e+01
-5.615073078999999723e+01,-3.491581597999999786e+01
-5.615721502000000243e+01,-3.491166647000000012e+01
-5.616182407000000154e+01,-3.491003139000000033e+01
-5.616073786999999840e+01,-3.490923319000000191e+01
-5.616087189999999651e+01,-3.491166831999999687e+01
-5.616252277000000248e+01,-3.490871302000000043e+01
-5.616211536000000137e+01,-3.490764233000000161e+01
-5.616241793999999743e+01,-3.490834130999999729e+01
-5.615627585000000010e+01,-3.490956536000000199e+01
-5.616217271000000011e+01,-3.490751353000000279e+01
-5.615501007999999672e+01,-3.490605874999999969e+01
-5.615434673000000032e+01,-3.490854139000000345e+01
-5.615409209999999973e+01,-3.490795228000000350e+01
-5.616266047999999955e+01,-3.490556481000000133e+01
-5.615726253999999784e+01,-3.490729248000000240e+01
-5.615452771000000354e+01,-3.490708930000000265e+01
-5.615598174000000142e+01,-3.490352838999999818e+01
-5.616175716000000051e+01,-3.490531947000000201e+01
-5.616188565000000210e+01,-3.490602887000000010e+01
-5.616217154999999650e+01,-3.490410831999999886e+01
-5.615805868000000345e+01,-3.490734983000000113e+01
-5.616120576000000142e+01,-3.490546075000000315e+01
-5.614582456000000121e+01,-3.489107932999999662e+01
-5.614922357999999747e+01,-3.489414564999999868e+01
-5.615079512999999878e+01,-3.491798519000000312e+01
-5.614807133000000050e+01,-3.491024689999999708e+01
-5.615076759000000095e+01,-3.491799043000000324e+01
-5.615682881000000037e+01,-3.490307576000000012e+01
-5.616052685999999738e+01,-3.490180915999999911e+01
-5.616027628999999877e+01,-3.490690215000000052e+01
-5.615028801999999786e+01,-3.491476919000000123e+01
-5.613737358000000199e+01,-3.490804880999999682e+01
-5.613536891999999767e+01,-3.490956237000000328e+01
-5.613215703000000190e+01,-3.490105822999999674e+01
-5.613777440999999868e+01,-3.490997535999999712e+01
-5.616015914999999836e+01,-3.491440562999999742e+01
-5.613845458000000122e+01,-3.490597739999999760e+01
-5.613895286999999712e+01,-3.490509744999999953e+01
-5.613606795999999832e+01,-3.490759390000000195e+01
-5.613782578000000001e+01,-3.490605937000000125e+01
-5.613815026000000330e+01,-3.490376501000000076e+01
-5.613440561000000173e+01,-3.490515209000000141e+01
-5.613921825999999982e+01,-3.490398423999999977e+01
