0.000000000000000000e+00,1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,0.000000000000000000e+00,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,0.000000000000000000e+00,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,0.000000000000000000e+00,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,0.000000000000000000e+00,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,0.000000000000000000e+00,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,0.000000000000000000e+00,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,0.000000000000000000e+00,1.395729000000000042e+03,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,0.000000000000000000e+00,1.687190000000000055e+03
1.224750999999999976e+03,1.704718000000000075e+03,1.876757000000000062e+03,1.039222999999999956e+03,1.552595000000000027e+03,4.783910000000000196e+02,8.581879999999999882e+02,1.395729000000000042e+03,1.687190000000000055e+03,0.000000000000000000e+00
