0.000000000000000000e+00,3.521759999999999877e+02,3.769569999999999936e+02,2.293029999999999973e+02,9.298999999999999488e+01,2.497189999999999941e+02,8.414959999999999809e+02,1.824973999999999933e+03,2.197440999999999804e+03,1.485201999999999998e+03,1.070796000000000049e+03,1.450176999999999907e+03,1.159829999999999927e+03,1.015592999999999961e+03,1.095385999999999967e+03,1.013833999999999946e+03,9.270520000000000209e+02,8.895750000000000455e+02,8.415209999999999582e+02,1.344131000000000085e+03,3.323864999999999782e+03,3.914530999999999949e+03,5.226213999999999942e+03,1.156194100000000071e+04,3.024648000000000138e+03,1.649462700000000041e+04,1.111459599999999955e+04,7.582728000000000065e+03,7.147606999999999971e+03,6.413210000000000036e+03
3.521759999999999877e+02,0.000000000000000000e+00,5.897809999999999491e+02,4.421270000000000095e+02,3.058140000000000214e+02,4.563570000000000277e+02,1.048134000000000015e+03,2.052101000000000113e+03,2.424568999999999960e+03,1.691839999999999918e+03,1.277433999999999969e+03,1.224949000000000069e+03,9.346019999999999754e+02,7.903650000000000091e+02,8.701580000000000155e+02,7.886059999999999945e+02,7.018239999999999554e+02,6.643469999999999800e+02,6.162930000000000064e+02,1.248886999999999944e+03,2.554782999999999902e+03,4.141658999999999651e+03,5.453341000000000349e+03,1.178906799999999930e+04,3.251775000000000091e+03,1.672175400000000081e+04,1.134172299999999996e+04,7.809855999999999767e+03,7.374734000000000378e+03,6.640337999999999738e+03
3.769569999999999936e+02,5.897809999999999491e+02,0.000000000000000000e+00,1.476529999999999916e+02,3.305950000000000273e+02,2.737819999999999823e+02,6.057970000000000255e+02,1.268038999999999987e+03,1.640506000000000085e+03,1.580473999999999933e+03,8.350960000000000036e+02,1.461128999999999905e+03,1.170780999999999949e+03,1.026545000000000073e+03,1.106336999999999989e+03,1.024785000000000082e+03,9.380030000000000427e+02,9.005259999999999536e+02,8.524719999999999800e+02,1.343270999999999958e+03,2.766929999999999836e+03,3.357596000000000004e+03,4.669278000000000247e+03,1.100500499999999920e+04,2.467713000000000193e+03,1.593769199999999910e+04,1.055766100000000006e+04,7.025792999999999665e+03,6.590671999999999571e+03,5.856274999999999636e+03
2.293029999999999973e+02,4.421270000000000095e+02,1.476529999999999916e+02,0.000000000000000000e+00,1.829410000000000025e+02,3.396709999999999923e+02,6.990080000000000382e+02,1.552402000000000044e+03,1.924869999999999891e+03,1.864837999999999965e+03,9.283070000000000164e+02,1.540128999999999905e+03,1.249780999999999949e+03,1.105545000000000073e+03,1.185337999999999965e+03,1.103786000000000058e+03,1.017003000000000043e+03,9.795259999999999536e+02,9.314719999999999800e+02,1.434083000000000084e+03,3.051293000000000120e+03,3.641960000000000036e+03,4.953641999999999825e+03,1.128936900000000060e+04,2.752076000000000022e+03,1.622205500000000029e+04,1.084202399999999943e+04,7.310157000000000153e+03,6.875034999999999854e+03,6.140639000000000124e+03
9.298999999999999488e+01,3.058140000000000214e+02,3.305950000000000273e+02,1.829410000000000025e+02,0.000000000000000000e+00,1.567299999999999898e+02,7.485069999999999482e+02,1.265473999999999933e+03,2.107811000000000149e+03,1.392211999999999989e+03,9.778060000000000400e+02,1.357188000000000102e+03,1.066839999999999918e+03,9.226040000000000418e+02,1.002397000000000048e+03,9.208450000000000273e+02,8.340620000000000118e+02,7.965850000000000364e+02,7.485309999999999491e+02,1.251142000000000053e+03,2.334990999999999985e+03,3.824900999999999840e+03,5.136583999999999833e+03,1.147231099999999969e+04,2.935018000000000029e+03,1.640499699999999939e+04,1.102496600000000035e+04,7.493097999999999956e+03,7.057976999999999862e+03,6.323579999999999927e+03
2.497189999999999941e+02,4.563570000000000277e+02,2.737819999999999823e+02,3.396709999999999923e+02,1.567299999999999898e+02,0.000000000000000000e+00,5.917770000000000437e+02,1.108743999999999915e+03,1.828833000000000084e+03,1.235481999999999971e+03,8.210760000000000218e+02,1.299625000000000000e+03,1.009277000000000044e+03,8.650410000000000537e+02,9.448339999999999463e+02,8.632820000000000391e+02,7.764990000000000236e+02,7.390220000000000482e+02,6.909679999999999609e+02,1.193578999999999951e+03,2.955255999999999858e+03,3.545922999999999774e+03,4.857604999999999563e+03,1.119333200000000033e+04,2.656039999999999964e+03,1.612601800000000003e+04,1.074598699999999917e+04,7.214119999999999891e+03,6.778998999999999796e+03,6.044601999999999862e+03
8.414959999999999809e+02,1.048134000000000015e+03,6.057970000000000255e+02,6.990080000000000382e+02,7.485069999999999482e+02,5.917770000000000437e+02,0.000000000000000000e+00,5.169679999999999609e+02,8.881649999999999636e+02,6.437050000000000409e+02,2.292990000000000066e+02,1.047651000000000067e+03,9.755610000000000355e+02,1.003711000000000013e+03,1.083503999999999905e+03,1.223143000000000029e+03,1.136359999999999900e+03,1.098883000000000038e+03,6.537119999999999891e+02,8.680249999999999773e+02,1.822907999999999902e+03,3.017719000000000051e+03,4.329400999999999840e+03,1.066512800000000061e+04,2.127835999999999785e+03,1.559781500000000051e+04,1.021778399999999965e+04,6.685916000000000167e+03,6.250795000000000073e+03,5.516398000000000138e+03
1.851998000000000047e+03,1.565102000000000089e+03,1.084145999999999958e+03,1.215974999999999909e+03,1.265473999999999933e+03,1.108743999999999915e+03,5.169679999999999609e+02,0.000000000000000000e+00,3.711970000000000027e+02,3.111659999999999968e+02,2.876680000000000064e+02,1.399335000000000036e+03,1.448714999999999918e+03,1.476864000000000033e+03,1.556656999999999925e+03,1.696296000000000049e+03,1.609513999999999896e+03,1.572037000000000035e+03,1.126865999999999985e+03,7.254429999999999836e+02,1.490367999999999938e+03,2.508657000000000153e+03,3.820340000000000146e+03,1.015606699999999910e+04,1.618773999999999887e+03,1.508875300000000061e+04,9.708721999999999753e+03,6.176854000000000269e+03,5.741733000000000175e+03,5.007336000000000240e+03
2.394878000000000156e+03,2.622005999999999858e+03,1.843547000000000025e+03,1.991201000000000022e+03,1.636672000000000025e+03,1.479942000000000007e+03,8.881649999999999636e+02,3.711970000000000027e+02,0.000000000000000000e+00,3.402069999999999936e+02,6.588659999999999854e+02,1.627174999999999955e+03,1.803130000000000109e+03,1.831279999999999973e+03,1.911073000000000093e+03,2.067494000000000142e+03,1.980711000000000013e+03,1.943233999999999924e+03,1.498064000000000078e+03,1.065585000000000036e+03,1.123836999999999989e+03,2.134951000000000022e+03,3.446632999999999811e+03,9.782360000000000582e+03,1.245067999999999984e+03,1.471504600000000028e+04,9.335014999999999418e+03,5.803148000000000138e+03,5.368027000000000044e+03,4.633630000000000109e+03
1.485201999999999998e+03,1.691839999999999918e+03,1.249501999999999953e+03,1.342712999999999965e+03,1.392211999999999989e+03,1.235481999999999971e+03,6.437050000000000409e+02,3.111659999999999968e+02,3.402069999999999936e+02,0.000000000000000000e+00,4.144060000000000059e+02,1.382123000000000047e+03,1.558077999999999975e+03,1.586228000000000065e+03,1.666020999999999958e+03,1.823034000000000106e+03,1.736251999999999953e+03,1.698773999999999887e+03,1.253604000000000042e+03,8.205330000000000155e+02,1.179201999999999998e+03,2.477666999999999916e+03,3.789349000000000160e+03,1.012507599999999911e+04,1.587784000000000106e+03,1.505776300000000083e+04,9.677731999999999971e+03,6.145863999999999578e+03,5.710743000000000393e+03,4.976345999999999549e+03
