1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
1.012303000000000000e+06,9.476180000000000000e+05,9.415050000000000000e+05,1.057284000000000000e+06,9.884340000000000000e+05,9.460610000000000000e+05,1.043515000000000000e+06,1.010289000000000000e+06,9.318620000000000000e+05,9.022150000000000000e+05
