0.000000000000000000e+00,6.041250000000000000e+02,6.041250000000000000e+02,5.686769000000000233e+03,3.175179000000000087e+03,3.169704000000000178e+03,7.599630000000000109e+03,6.045940999999999804e+03,1.403014199999999983e+04,1.349312299999999959e+04,5.947457999999999629e+03,1.216271800000000076e+04,7.011720000000000255e+03,6.793126000000000204e+03,1.249797500000000036e+04,6.872520000000000437e+03,6.598003999999999905e+03,8.607108000000000175e+03,6.898023000000000138e+03,7.506360999999999876e+03,1.309262800000000061e+04,5.649376000000000204e+03,6.853489999999999782e+03,6.640015000000000327e+03,6.930385000000000218e+03,6.576302999999999884e+03,6.396604999999999563e+03,6.343394000000000233e+03,6.246405999999999949e+03,8.470967000000000553e+03,5.340618999999999687e+03,6.393090000000000146e+03,4.671396999999999935e+03,3.969737999999999829e+03,2.853228999999999814e+03,3.480059999999999945e+03,3.672969000000000051e+03,3.777056000000000040e+03,3.587650999999999840e+03,3.101416000000000167e+03
6.041250000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.082643000000000029e+03,2.681961999999999989e+03,2.687436999999999898e+03,8.203754999999999200e+03,6.650065999999999804e+03,1.463426800000000003e+04,1.409724899999999980e+04,6.913856999999999971e+03,1.276684300000000076e+04,7.615845999999999549e+03,7.397251000000000204e+03,1.278877100000000064e+04,7.476645000000000437e+03,7.202130000000000109e+03,9.211233000000000175e+03,7.502149000000000342e+03,8.110487000000000080e+03,1.248850200000000041e+04,6.253502000000000407e+03,7.457614999999999782e+03,7.244140999999999622e+03,7.534511000000000422e+03,7.180427999999999884e+03,7.000730999999999767e+03,6.947519000000000233e+03,6.850530999999999949e+03,9.075092000000000553e+03,5.944743999999999687e+03,6.997215000000000146e+03,4.067271000000000186e+03,3.365612999999999829e+03,2.249103000000000065e+03,2.875934000000000196e+03,3.068842999999999847e+03,3.172929999999999836e+03,2.983525000000000091e+03,2.497289999999999964e+03
6.041250000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.082643000000000029e+03,2.681961999999999989e+03,2.687436999999999898e+03,8.203754999999999200e+03,6.650065999999999804e+03,1.463426800000000003e+04,1.409724899999999980e+04,6.913856999999999971e+03,1.276684300000000076e+04,7.615845999999999549e+03,7.397251000000000204e+03,1.278877100000000064e+04,7.476645000000000437e+03,7.202130000000000109e+03,9.211233000000000175e+03,7.502149000000000342e+03,8.110487000000000080e+03,1.248850200000000041e+04,6.253502000000000407e+03,7.457614999999999782e+03,7.244140999999999622e+03,7.534511000000000422e+03,7.180427999999999884e+03,7.000730999999999767e+03,6.947519000000000233e+03,6.850530999999999949e+03,9.075092000000000553e+03,5.944743999999999687e+03,6.997215000000000146e+03,4.067271000000000186e+03,3.365612999999999829e+03,2.249103000000000065e+03,2.875934000000000196e+03,3.068842999999999847e+03,3.172929999999999836e+03,2.983525000000000091e+03,2.497289999999999964e+03
5.668533999999999651e+03,5.064408000000000357e+03,5.064408000000000357e+03,0.000000000000000000e+00,7.510743000000000393e+03,7.516216999999999643e+03,1.188827800000000025e+04,1.033459000000000015e+04,1.831879100000000108e+04,1.262032200000000012e+04,7.642805999999999585e+03,1.150288500000000022e+04,1.130036900000000060e+04,1.108177399999999943e+04,1.023757599999999911e+04,1.246089300000000003e+04,1.088665300000000025e+04,1.026308599999999933e+04,1.118667200000000048e+04,1.179501000000000022e+04,9.937307000000000698e+03,9.988652000000000044e+03,1.114213899999999921e+04,1.092866400000000067e+04,1.121903399999999965e+04,1.086495099999999911e+04,1.068525400000000081e+04,1.063204199999999946e+04,1.053505500000000029e+04,1.275961499999999978e+04,9.611739999999999782e+03,1.068173899999999958e+04,2.471429999999999836e+03,3.164858999999999924e+03,3.307184999999999945e+03,3.044451000000000022e+03,3.202670000000000073e+03,3.306757000000000062e+03,3.641934000000000196e+03,3.666610000000000127e+03
3.061827000000000226e+03,2.710224999999999909e+03,2.710224999999999909e+03,7.124099000000000160e+03,0.000000000000000000e+00,5.474999999999999645e+00,1.015750200000000041e+04,8.603813000000000102e+03,1.658801399999999921e+04,1.690747300000000178e+04,8.955313000000000102e+03,1.557706799999999930e+04,9.569592000000000553e+03,9.350997999999999593e+03,1.483022700000000077e+04,8.767477000000000771e+03,9.155876000000000204e+03,1.202145800000000054e+04,9.455895000000000437e+03,1.006423300000000017e+04,1.452995800000000054e+04,8.207247999999999593e+03,9.411361999999999171e+03,9.197887000000000626e+03,9.488256999999999607e+03,9.134174999999999272e+03,8.954477000000000771e+03,8.901265999999999622e+03,8.804278000000000247e+03,1.102883899999999994e+04,7.898490999999999985e+03,8.950961999999999534e+03,4.593685000000000400e+03,4.710462000000000444e+03,3.857112999999999829e+03,4.385599000000000160e+03,4.414786000000000058e+03,4.563047999999999774e+03,4.227871000000000095e+03,3.784960000000000036e+03
3.056351999999999862e+03,2.704750000000000000e+03,2.704750000000000000e+03,7.129573000000000320e+03,5.474999999999999645e+00,0.000000000000000000e+00,1.015202700000000004e+04,8.598337999999999738e+03,1.658253900000000067e+04,1.690199799999999959e+04,8.960788000000000466e+03,1.557159300000000076e+04,9.564118000000000393e+03,9.345522999999999229e+03,1.483570199999999932e+04,8.762002000000000407e+03,9.150402000000000044e+03,1.201598300000000017e+04,9.450420000000000073e+03,1.005875799999999981e+04,1.453543300000000090e+04,8.201772999999999229e+03,9.405887000000000626e+03,9.192412000000000262e+03,9.482781999999999243e+03,9.128700000000000728e+03,8.949003000000000611e+03,8.895790999999999258e+03,8.798802999999999884e+03,1.102336399999999958e+04,7.893015999999999622e+03,8.945486999999999171e+03,4.599159999999999854e+03,4.715936999999999898e+03,3.862588000000000193e+03,4.391073999999999614e+03,4.420261000000000422e+03,4.568523000000000138e+03,4.233345999999999549e+03,3.790434999999999945e+03
7.376051999999999680e+03,7.980176999999999680e+03,7.980176999999999680e+03,1.164058799999999974e+04,1.000956199999999990e+04,1.000408699999999953e+04,0.000000000000000000e+00,1.584492999999999938e+03,8.584296000000000276e+03,1.514621399999999994e+04,6.742092999999999847e+03,1.439792499999999927e+04,1.561635999999999967e+03,9.376470000000000482e+02,1.104816899999999987e+04,4.683363999999999578e+03,1.113401000000000067e+03,6.272882999999999811e+03,7.501409999999999627e+02,3.121349999999999909e+02,1.186355700000000070e+04,2.620855000000000018e+03,1.268777000000000044e+03,1.590567999999999984e+03,7.751570000000000391e+02,1.600738000000000056e+03,1.286159000000000106e+03,1.580539999999999964e+03,1.895990000000000009e+03,3.824286000000000058e+03,2.872902999999999793e+03,2.080608000000000175e+03,1.062521700000000055e+04,9.923558000000000902e+03,8.875980999999999767e+03,9.433879999999999200e+03,9.590195999999999913e+03,9.694282999999999447e+03,1.007453800000000047e+04,9.873361000000000786e+03
6.049735999999999876e+03,6.653860999999999876e+03,6.653860999999999876e+03,1.031427299999999923e+04,8.683245999999999185e+03,8.677771000000000640e+03,1.691705999999999904e+03,0.000000000000000000e+00,9.374352999999999156e+03,1.593627000000000044e+04,6.105722999999999956e+03,1.041293699999999990e+04,1.865460000000000036e+03,1.351025000000000091e+03,1.074819399999999951e+04,4.658849000000000160e+03,1.039057000000000016e+03,5.972908000000000357e+03,1.260563000000000102e+03,1.608511999999999944e+03,1.156358200000000033e+04,1.134633000000000038e+03,1.627940000000000055e+03,1.551923000000000002e+03,1.203394999999999982e+03,1.526394000000000005e+03,4.681560000000000059e+02,1.299269999999999982e+03,1.241736000000000104e+03,3.815177000000000135e+03,1.386681000000000040e+03,1.737299999999999955e+03,9.298900999999999840e+03,8.597242000000000189e+03,7.549664999999999964e+03,8.107564000000000306e+03,8.263879999999999200e+03,8.367967000000000553e+03,8.748221999999999753e+03,8.547045000000000073e+03
1.402866100000000006e+04,1.463278700000000026e+04,1.463278700000000026e+04,1.829319800000000032e+04,1.666217099999999846e+04,1.665669599999999991e+04,9.096716000000000349e+03,9.432218000000000757e+03,0.000000000000000000e+00,9.645015999999999622e+03,1.269922999999999956e+04,8.896726000000000568e+03,7.822819999999999709e+03,8.059930000000000291e+03,9.581593999999999141e+03,1.309523600000000079e+04,9.382360000000000582e+03,1.006424400000000060e+04,8.326897999999999229e+03,8.682378000000000611e+03,1.083590400000000045e+04,1.027992100000000028e+04,9.680648999999999432e+03,9.895226000000000568e+03,9.044117000000000189e+03,9.869697000000000116e+03,9.414698000000000320e+03,9.835332000000000335e+03,1.015078199999999924e+04,6.362055999999999585e+03,1.018570099999999911e+04,7.979547999999999774e+03,1.727782600000000093e+04,1.657616800000000148e+04,1.552859100000000035e+04,1.608648899999999958e+04,1.624280500000000029e+04,1.634689199999999983e+04,1.672714700000000084e+04,1.652597100000000137e+04
1.353678100000000086e+04,1.414090699999999924e+04,1.414090699999999924e+04,1.244220700000000033e+04,1.692918100000000049e+04,1.692370599999999831e+04,1.501413299999999981e+04,1.534963400000000001e+04,9.809036000000000058e+03,0.000000000000000000e+00,7.850965000000000146e+03,1.797856999999999971e+03,1.374023699999999917e+04,1.397734699999999975e+04,2.382744999999999891e+03,1.584720399999999972e+04,1.529977700000000004e+04,6.011184000000000196e+03,1.424431500000000051e+04,1.459979500000000007e+04,3.459532999999999902e+03,1.619733799999999974e+04,1.559806600000000071e+04,1.581264300000000003e+04,1.496153399999999965e+04,1.578711399999999958e+04,1.533211499999999978e+04,1.575274899999999980e+04,1.606819900000000052e+04,1.227947299999999996e+04,1.210012099999999919e+04,1.389696500000000015e+04,1.347447299999999996e+04,1.327889700000000084e+04,1.200937099999999919e+04,1.315848899999999958e+04,1.331670800000000054e+04,1.342079500000000007e+04,1.375597199999999975e+04,1.432986299999999937e+04
